Pais1,Pais2,Distancia
Moldávia,Geórgia,1394.9235092330712
Geórgia,Montenegro,2102.219339577865
Montenegro,Geórgia,2102.219339577865
Geórgia,Noruega,3076.080604518937
Noruega,Geórgia,3076.080604518937
Geórgia,Países Baixos,3199.152137527486
Países Baixos,Geórgia,3199.152137527486
Geórgia,Polônia,2136.7851819122625
Polônia,Geórgia,2136.7851819122625
Geórgia,Portugal,4517.206727703203
Portugal,Geórgia,4517.206727703203
Geórgia,Inglaterra,3538.954884201535
Inglaterra,Geórgia,3538.954884201535
Geórgia,Romênia,1545.6483500354564
Romênia,Geórgia,1545.6483500354564
Geórgia,Rússia,1647.9017229791493
Rússia,Geórgia,1647.9017229791493
Geórgia,San Marino,2632.917878227975
San Marino,Geórgia,2632.917878227975
Geórgia,Sérvia,1993.7253705239684
Sérvia,Geórgia,1993.7253705239684
Geórgia,Suécia,2688.2777360795826
Suécia,Geórgia,2688.2777360795826
Geórgia,Suíça,2998.858165734975
Suíça,Geórgia,2998.858165734975
Geórgia,República Tcheca,2506.7692000534826
República Tcheca,Geórgia,2506.7692000534826
Geórgia,Ucrânia,1465.5301006238094
Ucrânia,Geórgia,1465.5301006238094
Geórgia,Vaticano,2665.5274089271006
Vaticano,Geórgia,2665.5274089271006
Grécia,Hungria,1124.4921675988305
Hungria,Grécia,1124.4921675988305
Grécia,Itália,1051.722590339304
Itália,Grécia,1051.722590339304
Grécia,Kosovo,563.7314705742831
Kosovo,Grécia,563.7314705742831
Grécia,Letônia,2111.0948396585995
Letônia,Grécia,2111.0948396585995
Grécia,Lituânia,1861.0290687844083
Lituânia,Grécia,1861.0290687844083
Grécia,Liechtenstein,1541.8140396053404
Liechtenstein,Grécia,1541.8140396053404
Grécia,Luxemburgo,1905.9766148590688
Luxemburgo,Grécia,1905.9766148590688
Grécia,Macedônia do Norte,487.50362821243544
Macedônia do Norte,Grécia,487.50362821243544
Grécia,Moldávia,1087.8533778581066
Moldávia,Grécia,1087.8533778581066
Grécia,Montenegro,623.0497230876457
Montenegro,Grécia,623.0497230876457
Grécia,Noruega,2605.2116785864723
Noruega,Grécia,2605.2116785864723
Grécia,Países Baixos,2163.082199360023
Países Baixos,Grécia,2163.082199360023
Grécia,Polônia,1598.0403543881246
Polônia,Grécia,1598.0403543881246
Grécia,Portugal,2851.6789377503483
Portugal,Grécia,2851.6789377503483
Grécia,Inglaterra,2391.607980052772
Inglaterra,Grécia,2391.607980052772
Grécia,Romênia,743.3711004177252
Romênia,Grécia,743.3711004177252
Grécia,Rússia,2231.0231485013446
Rússia,Grécia,2231.0231485013446
Grécia,San Marino,1153.5025920969517
San Marino,Grécia,1153.5025920969517
Grécia,Sérvia,806.531368432714
Sérvia,Grécia,806.531368432714
Grécia,Suécia,2407.576277583755
Suécia,Grécia,2407.576277583755
Grécia,Suíça,1660.8869402794776
Suíça,Grécia,1660.8869402794776
Grécia,República Tcheca,1533.288928077344
República Tcheca,Grécia,1533.288928077344
Grécia,Ucrânia,1486.735845570107
Ucrânia,Grécia,1486.735845570107
Grécia,Vaticano,1054.1974007230508
Vaticano,Grécia,1054.1974007230508
Hungria,Itália,809.6997277194838
Itália,Hungria,809.6997277194838
Hungria,Kosovo,562.8676847104417
Kosovo,Hungria,562.8676847104417
Hungria,Letônia,1107.300493274393
Letônia,Hungria,1107.300493274393
Hungria,Lituânia,909.62373649197
Lituânia,Hungria,909.62373649197
Hungria,Liechtenstein,718.200473810621
Liechtenstein,Hungria,718.200473810621
Hungria,Luxemburgo,977.3445887214024
Luxemburgo,Hungria,977.3445887214024
Hungria,Macedônia do Norte,639.8136220911779
Macedônia do Norte,Hungria,639.8136220911779
Hungria,Moldávia,742.8966380312258
Moldávia,Hungria,742.8966380312258
Hungria,Montenegro,563.742436954978
Montenegro,Hungria,563.742436954978
Hungria,Noruega,1481.7611385570567
Noruega,Hungria,1481.7611385570567
Hungria,Países Baixos,1144.8324415824745
Países Baixos,Hungria,1144.8324415824745
Hungria,Polônia,544.7478721062042
Polônia,Hungria,544.7478721062042
Hungria,Portugal,2469.4448536456043
Portugal,Hungria,2469.4448536456043
Hungria,Inglaterra,1449.2202088076924
Inglaterra,Hungria,1449.2202088076924
Hungria,Romênia,643.5138724998774
Romênia,Hungria,643.5138724998774
Hungria,Rússia,1569.1438258118578
Rússia,Hungria,1569.1438258118578
Hungria,San Marino,645.7134649758667
San Marino,Hungria,645.7134649758667
Hungria,Sérvia,318.0122035209513
Sérvia,Hungria,318.0122035209513
Hungria,Suécia,1317.1319044576921
Suécia,Hungria,1317.1319044576921
Hungria,Suíça,876.7753469973786
Suíça,Hungria,876.7753469973786
Hungria,República Tcheca,442.39728272942784
República Tcheca,Hungria,442.39728272942784
Hungria,Ucrânia,899.0417145898033
Ucrânia,Hungria,899.0417145898033
Hungria,Vaticano,810.6066252324979
Vaticano,Hungria,810.6066252324979
Itália,Kosovo,719.1081495389151
Kosovo,Itália,719.1081495389151
Itália,Letônia,1868.8656018164909
Letônia,Itália,1868.8656018164909
Itália,Lituânia,1702.7123558332255
Lituânia,Itália,1702.7123558332255
Itália,Liechtenstein,628.5083722881575
Liechtenstein,Itália,628.5083722881575
Itália,Luxemburgo,988.4359969411347
Luxemburgo,Itália,988.4359969411347
Itália,Macedônia do Norte,739.3746703405221
Macedônia do Norte,Itália,739.3746703405221
Itália,Moldávia,1415.6168810970198
Moldávia,Itália,1415.6168810970198
Itália,Montenegro,561.5725703192809
Montenegro,Itália,561.5725703192809
Itália,Noruega,2006.9172392018256
Noruega,Itália,2006.9172392018256
Itália,Países Baixos,1296.0982472385454
Países Baixos,Itália,1296.0982472385454
Itália,Polônia,1316.1000747422884
Polônia,Itália,1316.1000747422884
Itália,Portugal,1861.7918049678478
Portugal,Itália,1861.7918049678478
Itália,Inglaterra,1433.5779548635917
Inglaterra,Itália,1433.5779548635917
Itália,Romênia,1138.4837276137553
Romênia,Itália,1138.4837276137553
Itália,Rússia,2376.612890554044
Rússia,Itália,2376.612890554044
Itália,San Marino,227.47494965184248
San Marino,Itália,227.47494965184248
Itália,Sérvia,721.5640329592607
Sérvia,Itália,721.5640329592607
Itália,Suécia,1976.4080456142922
Suécia,Itália,1976.4080456142922
Itália,Suíça,689.1272218112911
Suíça,Itália,689.1272218112911
Itália,República Tcheca,921.8209136554406
República Tcheca,Itália,921.8209136554406
Itália,Ucrânia,1676.626058868569
Ucrânia,Itália,1676.626058868569
Itália,Vaticano,2.48265493054083
Vaticano,Itália,2.48265493054083
Kosovo,Letônia,1604.1679054555195
Letônia,Kosovo,1604.1679054555195
Kosovo,Lituânia,1370.1291771443512
Lituânia,Kosovo,1370.1291771443512
Kosovo,Liechtenstein,1042.0788566263195
Liechtenstein,Kosovo,1042.0788566263195
Kosovo,Luxemburgo,1388.442459803744
Luxemburgo,Kosovo,1388.442459803744
Kosovo,Macedônia do Norte,76.9467855130196
Macedônia do Norte,Kosovo,76.9467855130196
Kosovo,Moldávia,775.3641298722792
Moldávia,Kosovo,775.3641298722792
Kosovo,Montenegro,158.2733535292133
Montenegro,Kosovo,158.2733535292133
Kosovo,Noruega,2044.624321157456
Noruega,Kosovo,2044.624321157456
Kosovo,Países Baixos,1622.9916752857316
Países Baixos,Kosovo,1622.9916752857316
Kosovo,Polônia,1063.8371547778945
Polônia,Kosovo,1063.8371547778945
Kosovo,Portugal,2578.037469135503
Portugal,Kosovo,2578.037469135503
Kosovo,Inglaterra,1878.0625969131972
Inglaterra,Kosovo,1878.0625969131972
Kosovo,Romênia,443.5214535975388
Romênia,Kosovo,443.5214535975388
Kosovo,Rússia,1873.73373883101
Rússia,Kosovo,1873.73373883101
Kosovo,San Marino,718.4919926028122
San Marino,Kosovo,718.4919926028122
Kosovo,Sérvia,245.63063294450862
Sérvia,Kosovo,245.63063294450862
Kosovo,Suécia,1865.3508740319046
Suécia,Kosovo,1865.3508740319046
Kosovo,Suíça,1180.4130532156198
Suíça,Kosovo,1180.4130532156198
Kosovo,República Tcheca,971.6322371142099
República Tcheca,Kosovo,971.6322371142099
Kosovo,Ucrânia,1121.5559547494656
Ucrânia,Kosovo,1121.5559547494656
Kosovo,Vaticano,721.3428415812755
Vaticano,Kosovo,721.3428415812755
Letônia,Lituânia,263.96262344714194
Lituânia,Letônia,263.96262344714194
Letônia,Liechtenstein,1473.2827927575554
Liechtenstein,Letônia,1473.2827927575554
Letônia,Luxemburgo,1440.934918332684
Luxemburgo,Letônia,1440.934918332684
Letônia,Macedônia do Norte,1675.4348255533423
Macedônia do Norte,Letônia,1675.4348255533423
Letônia,Moldávia,1153.4370006747179
Moldávia,Letônia,1153.4370006747179
Letônia,Montenegro,1652.5852253302753
Montenegro,Letônia,1652.5852253302753
Letônia,Noruega,841.4726135558001
Noruega,Letônia,841.4726135558001
Letônia,Países Baixos,1330.8287080765022
Países Baixos,Letônia,1330.8287080765022
Letônia,Polônia,563.1215561043645
Polônia,Letônia,563.1215561043645
Letônia,Portugal,3151.6316597733635
Portugal,Letônia,3151.6316597733635
Letônia,Inglaterra,1676.7836185548404
Inglaterra,Letônia,1676.7836185548404
Letônia,Romênia,1401.407135736698
Romênia,Letônia,1401.407135736698
Letônia,Rússia,841.6654006067357
Rússia,Letônia,841.6654006067357
Letônia,San Marino,1661.4649355536274
San Marino,Letônia,1661.4649355536274
Letônia,Sérvia,1375.05222265812
Sérvia,Letônia,1375.05222265812
Letônia,Suécia,440.6973975810026
Suécia,Letônia,440.6973975810026
Letônia,Suíça,1587.1245720068641
Suíça,Letônia,1587.1245720068641
Letônia,República Tcheca,995.9786065416049
República Tcheca,Letônia,995.9786065416049
Letônia,Ucrânia,838.0137289125638
Ucrânia,Letônia,838.0137289125638
Letônia,Vaticano,1869.1338706195847
Vaticano,Letônia,1869.1338706195847
Lituânia,Liechtenstein,1382.093070694291
Liechtenstein,Lituânia,1382.093070694291
Lituânia,Luxemburgo,1417.301708834166
Luxemburgo,Lituânia,1417.301708834166
Lituânia,Macedônia do Norte,1438.8635781996866
Macedônia do Norte,Lituânia,1438.8635781996866
Lituânia,Moldávia,889.6234454270294
Moldávia,Lituânia,889.6234454270294
Lituânia,Montenegro,1431.7893238555268
Montenegro,Lituânia,1431.7893238555268
Lituânia,Noruega,1045.029493098011
Noruega,Lituânia,1045.029493098011
Lituânia,Países Baixos,1366.1591538161283
Países Baixos,Lituânia,1366.1591538161283
Lituânia,Polônia,392.9258093645561
Polônia,Lituânia,392.9258093645561
Lituânia,Portugal,3119.857395446481
Portugal,Lituânia,3119.857395446481
Lituânia,Inglaterra,1722.7558304801694
Inglaterra,Lituânia,1722.7558304801694
Lituânia,Romênia,1142.424863511668
Romênia,Lituânia,1142.424863511668
Lituânia,Rússia,790.4107796517533
Rússia,Lituânia,790.4107796517533
Lituânia,San Marino,1508.7795192744297
San Marino,Lituânia,1508.7795192744297
Lituânia,Sérvia,1150.5995408700437
Sérvia,Lituânia,1150.5995408700437
Lituânia,Suécia,675.318766676418
Suécia,Lituânia,675.318766676418
Lituânia,Suíça,1512.997819773714
Suíça,Lituânia,1512.997819773714
Lituânia,República Tcheca,895.3680407135274
República Tcheca,Lituânia,895.3680407135274
Lituânia,Ucrânia,589.2294019698314
Ucrânia,Lituânia,589.2294019698314
Lituânia,Vaticano,1703.26595784804
Vaticano,Lituânia,1703.26595784804
Liechtenstein,Luxemburgo,371.5771987143642
Luxemburgo,Liechtenstein,371.5771987143642
Liechtenstein,Macedônia do Norte,1101.0817219890719
Macedônia do Norte,Liechtenstein,1101.0817219890719
Liechtenstein,Moldávia,1461.0945324717545
Moldávia,Liechtenstein,1461.0945324717545
Liechtenstein,Montenegro,928.983806247033
Montenegro,Liechtenstein,928.983806247033
Liechtenstein,Noruega,1422.5354899042654
Noruega,Liechtenstein,1422.5354899042654
Liechtenstein,Países Baixos,668.8236956711169
Países Baixos,Liechtenstein,668.8236956711169
Liechtenstein,Polônia,999.9602659851722
Polônia,Liechtenstein,999.9602659851722
Liechtenstein,Portugal,1777.6027268887424
Portugal,Liechtenstein,1777.6027268887424
Liechtenstein,Inglaterra,850.1967335735546
Inglaterra,Liechtenstein,850.1967335735546
Liechtenstein,Romênia,1317.9945451790115
Romênia,Liechtenstein,1317.9945451790115
Liechtenstein,Rússia,2149.6896823245406
Rússia,Liechtenstein,2149.6896823245406
Liechtenstein,San Marino,422.7955277727598
San Marino,Liechtenstein,422.7955277727598
Liechtenstein,Sérvia,883.2902567183845
Sérvia,Liechtenstein,883.2902567183845
Liechtenstein,Suécia,1467.0322374772622
Suécia,Liechtenstein,1467.0322374772622
Liechtenstein,Suíça,158.5774676570265
Suíça,Liechtenstein,158.5774676570265
Liechtenstein,República Tcheca,486.7854855854514
República Tcheca,Liechtenstein,486.7854855854514
Liechtenstein,Ucrânia,1576.0896667697823
Ucrânia,Liechtenstein,1576.0896667697823
Liechtenstein,Vaticano,627.0153888875925
Vaticano,Liechtenstein,627.0153888875925
Luxemburgo,Macedônia do Norte,1452.2741515459857
Macedônia do Norte,Luxemburgo,1452.2741515459857
Luxemburgo,Moldávia,1699.0426347745313
Moldávia,Luxemburgo,1699.0426347745313
Luxemburgo,Montenegro,1287.2515868923124
Montenegro,Luxemburgo,1287.2515868923124
Luxemburgo,Noruega,1182.5695266532537
Noruega,Luxemburgo,1182.5695266532537
Luxemburgo,Países Baixos,318.2568071970323
Países Baixos,Luxemburgo,318.2568071970323
Luxemburgo,Polônia,1080.7341622454385
Polônia,Luxemburgo,1080.7341622454385
Luxemburgo,Portugal,1711.2557941100251
Portugal,Luxemburgo,1711.2557941100251
Luxemburgo,Inglaterra,489.6225768935198
Inglaterra,Luxemburgo,489.6225768935198
Luxemburgo,Romênia,1613.977420407892
Romênia,Luxemburgo,1613.977420407892
Luxemburgo,Rússia,2207.4327260602117
Rússia,Luxemburgo,2207.4327260602117
Luxemburgo,San Marino,792.7730105777554
San Marino,Luxemburgo,792.7730105777554
Luxemburgo,Sérvia,1204.0942999290014
Sérvia,Luxemburgo,1204.0942999290014
Luxemburgo,Suécia,1323.3642935869354
Suécia,Luxemburgo,1323.3642935869354
Luxemburgo,Suíça,311.7580721720971
Suíça,Luxemburgo,311.7580721720971
Luxemburgo,República Tcheca,597.5063506422757
República Tcheca,Luxemburgo,597.5063506422757
Luxemburgo,Ucrânia,1736.9754865559164
Ucrânia,Luxemburgo,1736.9754865559164
Luxemburgo,Vaticano,986.7195894068371
Vaticano,Luxemburgo,986.7195894068371
Macedônia do Norte,Moldávia,810.8645329626548
Moldávia,Macedônia do Norte,810.8645329626548
Macedônia do Norte,Montenegro,184.74380459448966
Montenegro,Macedônia do Norte,184.74380459448966
Macedônia do Norte,Noruega,2121.5684707987366
Noruega,Macedônia do Norte,2121.5684707987366
Macedônia do Norte,Países Baixos,1692.1859844045575
Países Baixos,Macedônia do Norte,1692.1859844045575
Macedônia do Norte,Polônia,1138.120519633544
Polônia,Macedônia do Norte,1138.120519633544
Macedônia do Norte,Portugal,2601.1649013015403
Portugal,Macedônia do Norte,2601.1649013015403
Macedônia do Norte,Inglaterra,1941.6816576942815
Inglaterra,Macedônia do Norte,1941.6816576942815
Macedônia do Norte,Romênia,465.275936020943
Romênia,Macedônia do Norte,465.275936020943
Macedônia do Norte,Rússia,1924.5097923182916
Rússia,Macedônia do Norte,1924.5097923182916
Macedônia do Norte,San Marino,760.5298184368431
San Marino,Macedônia do Norte,760.5298184368431
Macedônia do Norte,Sérvia,322.4897047389768
Sérvia,Macedônia do Norte,322.4897047389768
Macedônia do Norte,Suécia,1941.0034130563965
Suécia,Macedônia do Norte,1941.0034130563965
Macedônia do Norte,Suíça,1235.7473433797875
Suíça,Macedônia do Norte,1235.7473433797875
Macedônia do Norte,República Tcheca,1046.6194868512484
República Tcheca,Macedônia do Norte,1046.6194868512484
Macedônia do Norte,Ucrânia,1170.02043727657
Ucrânia,Macedônia do Norte,1170.02043727657
Macedônia do Norte,Vaticano,741.707779488733
Vaticano,Macedônia do Norte,741.707779488733
Moldávia,Montenegro,912.8667117050448
Montenegro,Moldávia,912.8667117050448
Moldávia,Noruega,1857.193718189173
Noruega,Moldávia,1857.193718189173
Moldávia,Países Baixos,1813.5837314546184
Países Baixos,Moldávia,1813.5837314546184
Moldávia,Polônia,809.5028058772158
Polônia,Moldávia,809.5028058772158
Moldávia,Portugal,3196.3748521934226
Portugal,Moldávia,3196.3748521934226
Moldávia,Inglaterra,2147.2213043592287
Inglaterra,Moldávia,2147.2213043592287
Moldávia,Romênia,358.40554780178996
Romênia,Moldávia,358.40554780178996
Moldávia,Rússia,1144.6122181433611
Rússia,Moldávia,1144.6122181433611
Moldávia,San Marino,1321.1332337857843
San Marino,Moldávia,1321.1332337857843
Moldávia,Sérvia,694.0581137627325
Sérvia,Moldávia,694.0581137627325
Moldávia,Suécia,1542.8639770475788
Suécia,Moldávia,1542.8639770475788
Moldávia,Suíça,1619.6671383119083
Suíça,Moldávia,1619.6671383119083
Moldávia,República Tcheca,1113.2669402963775
República Tcheca,Moldávia,1113.2669402963775
Moldávia,Ucrânia,401.3973789587414
Ucrânia,Moldávia,401.3973789587414
Moldávia,Vaticano,1417.361525145469
Vaticano,Moldávia,1417.361525145469
Montenegro,Noruega,2028.6233381674137
Noruega,Montenegro,2028.6233381674137
Montenegro,Países Baixos,1540.0370898841252
Países Baixos,Montenegro,1540.0370898841252
Montenegro,Polônia,1097.5181126131204
Polônia,Montenegro,1097.5181126131204
Montenegro,Portugal,2421.9570775901047
Portugal,Montenegro,2421.9570775901047
Montenegro,Inglaterra,1775.2522880751874
Inglaterra,Montenegro,1775.2522880751874
Montenegro,Romênia,595.2878566730727
Romênia,Montenegro,595.2878566730727
Montenegro,Rússia,1983.2351909057659
Rússia,Montenegro,1983.2351909057659
Montenegro,San Marino,576.3007484185733
San Marino,Montenegro,576.3007484185733
Montenegro,Sérvia,281.9856553599041
Sérvia,Montenegro,281.9856553599041
Montenegro,Suécia,1880.853661930404
Suécia,Montenegro,1880.853661930404
Montenegro,Suíça,1058.7387942116654
Suíça,Montenegro,1058.7387942116654
Montenegro,República Tcheca,926.9239486350309
República Tcheca,Montenegro,926.9239486350309
Montenegro,Ucrânia,1238.4884428439484
Ucrânia,Montenegro,1238.4884428439484
Montenegro,Vaticano,563.8328028368952
Vaticano,Montenegro,563.8328028368952
Noruega,Países Baixos,913.1467725643179
Países Baixos,Noruega,913.1467725643179
Noruega,Polônia,1063.0948552654406
Polônia,Noruega,1063.0948552654406
Noruega,Portugal,2738.3582111207843
Portugal,Noruega,2738.3582111207843
Noruega,Inglaterra,1153.7616617718163
Inglaterra,Noruega,1153.7616617718163
Noruega,Romênia,2004.3416188983176
Romênia,Noruega,2004.3416188983176
Noruega,Rússia,1643.2109674262701
Rússia,Noruega,1643.2109674262701
Noruega,San Marino,1779.649455177589
San Marino,Noruega,1779.649455177589
Noruega,Sérvia,1799.547640797137
Sérvia,Noruega,1799.547640797137
Noruega,Suécia,416.29404140606226
Suécia,Noruega,416.29404140606226
Noruega,Suíça,1457.813645741116
Suíça,Noruega,1457.813645741116
Noruega,República Tcheca,1118.5090499170599
República Tcheca,Noruega,1118.5090499170599
Noruega,Ucrânia,1626.9125673587616
Ucrânia,Noruega,1626.9125673587616
Noruega,Vaticano,2006.112081646829
Vaticano,Noruega,2006.112081646829
Países Baixos,Polônia,1093.205680156172
Polônia,Países Baixos,1093.205680156172
Países Baixos,Portugal,1863.2816799365921
Portugal,Países Baixos,1863.2816799365921
Países Baixos,Inglaterra,357.8813463592917
Inglaterra,Países Baixos,357.8813463592917
Países Baixos,Romênia,1787.3370831022253
Romênia,Países Baixos,1787.3370831022253
Países Baixos,Rússia,2146.9780083859446
Rússia,Países Baixos,2146.9780083859446
Países Baixos,San Marino,1090.2765303706537
San Marino,Países Baixos,1090.2765303706537
Países Baixos,Sérvia,1414.6387032006694
Sérvia,Países Baixos,1414.6387032006694
Países Baixos,Suécia,1125.285178652291
Suécia,Países Baixos,1125.285178652291
Países Baixos,Suíça,629.7212143207299
Suíça,Países Baixos,629.7212143207299
Países Baixos,República Tcheca,710.5155878721926
República Tcheca,Países Baixos,710.5155878721926
Países Baixos,Ucrânia,1780.2294792057182
Ucrânia,Países Baixos,1780.2294792057182
Países Baixos,Vaticano,1294.5156476024215
Vaticano,Países Baixos,1294.5156476024215
Polônia,Portugal,2759.0436756268846
Portugal,Polônia,2759.0436756268846
Polônia,Inglaterra,1448.5057455808515
Inglaterra,Polônia,1448.5057455808515
Polônia,Romênia,945.1582013799292
Romênia,Polônia,945.1582013799292
Polônia,Rússia,1150.6999170654346
Rússia,Polônia,1150.6999170654346
Polônia,San Marino,1117.6736686286856
San Marino,Polônia,1117.6736686286856
Polônia,Sérvia,825.7383114230398
Sérvia,Polônia,825.7383114230398
Polônia,Suécia,810.418158660113
Suécia,Polônia,810.418158660113
Polônia,Suíça,1137.9604489722042
Suíça,Polônia,1137.9604489722042
Polônia,República Tcheca,517.0676040951628
República Tcheca,Polônia,517.0676040951628
Polônia,Ucrânia,689.1502351112458
Ucrânia,Polônia,689.1502351112458
Polônia,Vaticano,1316.5391627048616
Vaticano,Polônia,1316.5391627048616
Portugal,Inglaterra,1584.9831688918562
Inglaterra,Portugal,1584.9831688918562
Portugal,Romênia,2975.129337484098
Romênia,Portugal,2975.129337484098
Portugal,Rússia,3905.898267325317
Rússia,Portugal,3905.898267325317
Portugal,San Marino,1887.9351806188797
San Marino,Portugal,1887.9351806188797
Portugal,Sérvia,2530.9924836280743
Sérvia,Portugal,2530.9924836280743
Portugal,Suécia,2988.5539341999543
Suécia,Portugal,2988.5539341999543
Portugal,Suíça,1627.4740897667637
Suíça,Portugal,1627.4740897667637
Portugal,República Tcheca,2243.5306749541423
República Tcheca,Portugal,2243.5306749541423
Portugal,Ucrânia,3351.8687228002855
Ucrânia,Portugal,3351.8687228002855
Portugal,Vaticano,1859.457312471945
Vaticano,Portugal,1859.457312471945
Inglaterra,Romênia,2091.386917055578
Romênia,Inglaterra,2091.386917055578
Inglaterra,Rússia,2500.5312468056673
Rússia,Inglaterra,2500.5312468056673
Inglaterra,San Marino,1259.3104226570726
San Marino,Inglaterra,1259.3104226570726
Inglaterra,Sérvia,1691.0795960651049
Sérvia,Inglaterra,1691.0795960651049
Inglaterra,Suécia,1432.7823505240958
Suécia,Inglaterra,1432.7823505240958
Inglaterra,Suíça,747.3528073494809
Suíça,Inglaterra,747.3528073494809
Inglaterra,República Tcheca,1034.340619182363
República Tcheca,Inglaterra,1034.340619182363
Inglaterra,Ucrânia,2133.4102632772365
Ucrânia,Inglaterra,2133.4102632772365
Inglaterra,Vaticano,1431.5785420244924
Vaticano,Inglaterra,1431.5785420244924
Romênia,Rússia,1499.5743886329021
Rússia,Romênia,1499.5743886329021
Romênia,San Marino,1088.0714295388873
San Marino,Romênia,1088.0714295388873
Romênia,Sérvia,448.45603520880655
Sérvia,Romênia,448.45603520880655
Romênia,Suécia,1743.4627225634183
Suécia,Romênia,1743.4627225634183
Romênia,Suíça,1472.2466359893178
Suíça,Romênia,1472.2466359893178
Romênia,República Tcheca,1079.5367817115393
República Tcheca,Romênia,1079.5367817115393
Romênia,Ucrânia,747.4858242847222
Ucrânia,Romênia,747.4858242847222
Romênia,Vaticano,1140.5170485871945
Vaticano,Romênia,1140.5170485871945
Rússia,San Marino,2211.080209995925
San Marino,Rússia,2211.080209995925
Rússia,Sérvia,1713.4199480553812
Sérvia,Rússia,1713.4199480553812
Rússia,Suécia,1227.064295394396
Suécia,Rússia,1227.064295394396
Rússia,Suíça,2288.6065297236632
Suíça,Rússia,2288.6065297236632
Rússia,República Tcheca,1667.6490992299289
República Tcheca,Rússia,1667.6490992299289
Rússia,Ucrânia,755.6739403973247
Ucrânia,Rússia,755.6739403973247
Rússia,Vaticano,2377.656322919501
Vaticano,Rússia,2377.656322919501
San Marino,Sérvia,643.1289037781498
Sérvia,San Marino,643.1289037781498
San Marino,Suécia,1752.7077598474975
Suécia,San Marino,1752.7077598474975
San Marino,Suíça,514.0860210014057
Suíça,San Marino,514.0860210014057
San Marino,República Tcheca,698.237887983627
República Tcheca,San Marino,698.237887983627
San Marino,Ucrânia,1539.3762608207371
Ucrânia,San Marino,1539.3762608207371
San Marino,Vaticano,226.77610733310723
Vaticano,San Marino,226.77610733310723
Sérvia,Suécia,1622.1912763476305
Suécia,Sérvia,1622.1912763476305
Sérvia,Suíça,1033.6696001748455
Suíça,Sérvia,1033.6696001748455
Sérvia,República Tcheca,739.5311868088522
República Tcheca,Sérvia,739.5311868088522
Sérvia,Ucrânia,979.1445606926565
Ucrânia,Sérvia,979.1445606926565
Sérvia,Vaticano,723.3050007798482
Vaticano,Sérvia,723.3050007798482
Suécia,Suíça,1544.027913778733
Suíça,Suécia,1544.027913778733
Suécia,República Tcheca,1054.6884081015453
República Tcheca,Suécia,1054.6884081015453
Suécia,Ucrânia,1264.3879806190814
Ucrânia,Suécia,1264.3879806190814
Suécia,Vaticano,1976.1157960316423
Vaticano,Suécia,1976.1157960316423
Suíça,República Tcheca,620.9614104451531
República Tcheca,Suíça,620.9614104451531
Suíça,Ucrânia,1730.2350465335667
Ucrânia,Suíça,1730.2350465335667
Suíça,Vaticano,687.2310410501399
Vaticano,Suíça,687.2310410501399
República Tcheca,Ucrânia,1142.0148753980789
Ucrânia,República Tcheca,1142.0148753980789
República Tcheca,Vaticano,921.5035643478408
Vaticano,República Tcheca,921.5035643478408
Ucrânia,Vaticano,1677.984587305812
Vaticano,Ucrânia,1677.984587305812
